"","Region","Treatment","Years_Since_Exclosure","Group","Month","Mean_Plot_Albedo","SE","Season"
"315","Telemark","UB",3,"Deciduous",2,0.487261208118679,0.00336794917718519,"Winter"
"316","Trøndelag","UB",3,"Deciduous",2,0.443644521642164,0.0137854032650943,"Winter"
"317","Hedmark","B",4,"Deciduous",2,0.425990854070369,0.00779971738410056,"Winter"
"318","Telemark","B",4,"Deciduous",2,0.487506555312696,0.00324117478478519,"Winter"
"319","Trøndelag","B",4,"Deciduous",2,0.442303762794912,0.0143304959190437,"Winter"
"320","Hedmark","UB",4,"Deciduous",2,0.421483270890553,0.00887636635286949,"Winter"
"321","Telemark","UB",4,"Deciduous",2,0.485240249712628,0.00345515495864154,"Winter"
"322","Trøndelag","UB",4,"Deciduous",2,0.441533552820789,0.0138776069263193,"Winter"
"323","Hedmark","B",5,"Deciduous",2,0.424604480361012,0.00784249194413319,"Winter"
"324","Telemark","B",5,"Deciduous",2,0.486878030808023,0.00324812252408908,"Winter"
"325","Trøndelag","B",5,"Deciduous",2,0.442037622435699,0.0143098232836731,"Winter"
"326","Hedmark","UB",5,"Deciduous",2,0.417963379349106,0.00963896092329942,"Winter"
"327","Telemark","UB",5,"Deciduous",2,0.483166123585931,0.00366936206192238,"Winter"
"328","Trøndelag","UB",5,"Deciduous",2,0.439893622418186,0.0137667893653344,"Winter"
"329","Hedmark","B",6,"Deciduous",2,0.42440015658351,0.00750211134985478,"Winter"
"330","Telemark","B",6,"Deciduous",2,0.486110622044626,0.00328783371552743,"Winter"
"331","Trøndelag","B",6,"Deciduous",2,0.44063506112623,0.0141761480914922,"Winter"
"332","Hedmark","UB",6,"Deciduous",2,0.415274240839029,0.00960442197595653,"Winter"
"333","Telemark","UB",6,"Deciduous",2,0.480538140540505,0.00378757618381104,"Winter"
"334","Trøndelag","UB",6,"Deciduous",2,0.436463100872731,0.0136116234609596,"Winter"
"335","Hedmark","B",7,"Deciduous",2,0.423031783744295,0.00757796430742797,"Winter"
"336","Telemark","B",7,"Deciduous",2,0.485416237034904,0.00334832072095501,"Winter"
"337","Trøndelag","B",7,"Deciduous",2,0.439877803839285,0.0141739984171549,"Winter"
"338","Hedmark","UB",7,"Deciduous",2,0.413236601302928,0.00976423425342193,"Winter"
"339","Telemark","UB",7,"Deciduous",2,0.479039465649999,0.00390605369098156,"Winter"
"340","Trøndelag","UB",7,"Deciduous",2,0.432804856279756,0.0135143695466574,"Winter"
"341","Hedmark","B",8,"Deciduous",2,0.419171410238183,0.0108331650898032,"Winter"
"342","Telemark","B",8,"Deciduous",2,0.484352036276707,0.00329404405262088,"Winter"
"343","Trøndelag","B",8,"Deciduous",2,0.439885973903423,0.0144495956847134,"Winter"
"344","Hedmark","UB",8,"Deciduous",2,0.40250902723906,0.015146234932088,"Winter"
"345","Telemark","UB",8,"Deciduous",2,0.476863009508847,0.00410585295609953,"Winter"
"346","Trøndelag","UB",8,"Deciduous",2,0.427710331252383,0.0133656656298547,"Winter"
"347","Hedmark","B",9,"Deciduous",2,0.418442960698982,0.0287372393490972,"Winter"
"348","Telemark","B",9,"Deciduous",2,0.484148607072089,0.00331213830717347,"Winter"
"349","Trøndelag","B",9,"Deciduous",2,0.438631378343566,0.0143974514070227,"Winter"
"350","Hedmark","UB",9,"Deciduous",2,0.405530000737494,0.0300010296237373,"Winter"
"351","Telemark","UB",9,"Deciduous",2,0.475830848476545,0.00417668018533118,"Winter"
"352","Trøndelag","UB",9,"Deciduous",2,0.427094674349591,0.0133371040033242,"Winter"
"353","Hedmark","B",10,"Deciduous",2,0.415934383829231,0.0289931866043679,"Winter"
"354","Trøndelag","B",10,"Deciduous",2,0.438898476207415,0.0143577744069799,"Winter"
"355","Hedmark","UB",10,"Deciduous",2,0.402946779301939,0.0285439810740026,"Winter"
"356","Trøndelag","UB",10,"Deciduous",2,0.426784488823125,0.0132627101586923,"Winter"
"357","Hedmark","B",11,"Deciduous",2,0.413809614419557,0.0297618684394943,"Winter"
"358","Trøndelag","B",11,"Deciduous",2,0.438379684459396,0.0143727474720682,"Winter"
"359","Hedmark","UB",11,"Deciduous",2,0.403647704492555,0.0291612988052089,"Winter"
"360","Trøndelag","UB",11,"Deciduous",2,0.426777978316097,0.0130782650867351,"Winter"
"361","Telemark","B",1,"Pine",2,0.449374186561408,0.00472932360234041,"Winter"
"362","Trøndelag","B",1,"Pine",2,0.405421819095504,0.0171192508037264,"Winter"
"363","Telemark","UB",1,"Pine",2,0.452522651195546,0.0043477665816385,"Winter"
"364","Trøndelag","UB",1,"Pine",2,0.409685742143302,0.0119103019243676,"Winter"
"365","Hedmark","B",2,"Pine",2,0.387453912252687,0.0107078955167048,"Winter"
"366","Telemark","B",2,"Pine",2,0.450991761721543,0.00444606332493194,"Winter"
"367","Trøndelag","B",2,"Pine",2,0.405857780162944,0.0170457868283101,"Winter"
"368","Hedmark","UB",2,"Pine",2,0.391109246442708,0.00707423051816127,"Winter"
"369","Telemark","UB",2,"Pine",2,0.453755933866285,0.00442870615893173,"Winter"
"370","Trøndelag","UB",2,"Pine",2,0.414866827382563,0.0135662474039755,"Winter"
"371","Hedmark","B",3,"Pine",2,0.386987428303505,0.00603324997686266,"Winter"
"372","Telemark","B",3,"Pine",2,0.449309712452491,0.00496485851111159,"Winter"
"373","Trøndelag","B",3,"Pine",2,0.405475368777825,0.017136185634302,"Winter"
"374","Hedmark","UB",3,"Pine",2,0.38918388953705,0.00495483337304486,"Winter"
"375","Telemark","UB",3,"Pine",2,0.453191483938153,0.00455459958400618,"Winter"
"376","Trøndelag","UB",3,"Pine",2,0.41453129988913,0.0136624348814971,"Winter"
"377","Hedmark","B",4,"Pine",2,0.384782549885218,0.00642677756221475,"Winter"
"378","Telemark","B",4,"Pine",2,0.448703748127027,0.00443068625735871,"Winter"
"379","Trøndelag","B",4,"Pine",2,0.411705461233476,0.0147932146939944,"Winter"
"380","Hedmark","UB",4,"Pine",2,0.387793176472471,0.00525126581813506,"Winter"
"381","Telemark","UB",4,"Pine",2,0.452149858712375,0.00466042614895362,"Winter"
"382","Trøndelag","UB",4,"Pine",2,0.413220793553327,0.0136609773292688,"Winter"
"383","Hedmark","B",5,"Pine",2,0.380507020212876,0.00780662890124067,"Winter"
"384","Telemark","B",5,"Pine",2,0.446708963426526,0.00460490783974978,"Winter"
"385","Trøndelag","B",5,"Pine",2,0.408843675795238,0.0160918154665868,"Winter"
"386","Hedmark","UB",5,"Pine",2,0.385806792238242,0.00547805976066827,"Winter"
"387","Telemark","UB",5,"Pine",2,0.450608321346402,0.0048615636639228,"Winter"
"388","Trøndelag","UB",5,"Pine",2,0.412385411468779,0.0136606125486023,"Winter"
"389","Hedmark","B",6,"Pine",2,0.380636563722511,0.00758794820752966,"Winter"
"390","Telemark","B",6,"Pine",2,0.44400055090077,0.0048232035107147,"Winter"
"391","Trøndelag","B",6,"Pine",2,0.408314098733053,0.0160482913373076,"Winter"
"392","Hedmark","UB",6,"Pine",2,0.385210731537686,0.00564548202537671,"Winter"
"393","Telemark","UB",6,"Pine",2,0.447182049864137,0.00495901020496133,"Winter"
"394","Trøndelag","UB",6,"Pine",2,0.412171072173855,0.0135458433680249,"Winter"
"395","Hedmark","B",7,"Pine",2,0.37666381888972,0.00869021105214246,"Winter"
"396","Telemark","B",7,"Pine",2,0.440958322743404,0.00534211981791224,"Winter"
"397","Trøndelag","B",7,"Pine",2,0.408485271820983,0.015888976856716,"Winter"
"398","Hedmark","UB",7,"Pine",2,0.380512286151331,0.00657915705044363,"Winter"
"399","Telemark","UB",7,"Pine",2,0.444618841243309,0.00540727854931461,"Winter"
"400","Trøndelag","UB",7,"Pine",2,0.410898203915967,0.0133745262702347,"Winter"
"401","Hedmark","B",8,"Pine",2,0.381443020780252,0.00684639705592115,"Winter"
"402","Telemark","B",8,"Pine",2,0.437235357952042,0.00554854049114843,"Winter"
"403","Trøndelag","B",8,"Pine",2,0.407284891234469,0.0163412979651105,"Winter"
"404","Hedmark","UB",8,"Pine",2,0.383711130483512,0.00783261242416836,"Winter"
"405","Telemark","UB",8,"Pine",2,0.44247751081404,0.00559641605432514,"Winter"
"406","Trøndelag","UB",8,"Pine",2,0.409762893849627,0.013315268021212,"Winter"
"407","Hedmark","B",9,"Pine",2,0.390600547684094,0.0133158821544712,"Winter"
"408","Telemark","B",9,"Pine",2,0.434204901152532,0.00577656037104254,"Winter"
"409","Trøndelag","B",9,"Pine",2,0.408112214476603,0.0159714045683329,"Winter"
"410","Hedmark","UB",9,"Pine",2,0.383571937705938,0.0216854925641113,"Winter"
"411","Telemark","UB",9,"Pine",2,0.439640839284072,0.0059285229319037,"Winter"
"412","Trøndelag","UB",9,"Pine",2,0.396817422132413,0.0165816010859349,"Winter"
"413","Hedmark","B",10,"Pine",2,0.387888127235467,0.0138119875055908,"Winter"
"414","Trøndelag","B",10,"Pine",2,0.408306246964922,0.0158750212719907,"Winter"
"415","Hedmark","UB",10,"Pine",2,0.376549595535665,0.0245083804196315,"Winter"
"416","Trøndelag","UB",10,"Pine",2,0.395848704938663,0.0162081902454118,"Winter"
"417","Hedmark","B",11,"Pine",2,0.38138556970374,0.0151833305514112,"Winter"
"418","Trøndelag","B",11,"Pine",2,0.408126422593453,0.01584110027486,"Winter"
"419","Hedmark","UB",11,"Pine",2,0.372610339639565,0.0252404732265195,"Winter"
"420","Trøndelag","UB",11,"Pine",2,0.392873478109158,0.0156099594200405,"Winter"
"421","Telemark","B",1,"Spruce",2,0.431620145823859,0.00367220936536304,"Winter"
"422","Trøndelag","B",1,"Spruce",2,0.392246579987806,0.0108194146500188,"Winter"
"423","Telemark","UB",1,"Spruce",2,0.423486397252363,0.00660030468264051,"Winter"
"424","Trøndelag","UB",1,"Spruce",2,0.392306102135842,0.0105297089762063,"Winter"
"425","Hedmark","B",2,"Spruce",2,0.371912058749972,0.00747282272694066,"Winter"
"426","Telemark","B",2,"Spruce",2,0.432651992286658,0.00369984150954677,"Winter"
"427","Trøndelag","B",2,"Spruce",2,0.390606089152285,0.0110618946194163,"Winter"
"428","Hedmark","UB",2,"Spruce",2,0.359191217367565,0.0136907069406096,"Winter"
"429","Telemark","UB",2,"Spruce",2,0.424942462868686,0.00632824787558931,"Winter"
"430","Trøndelag","UB",2,"Spruce",2,0.390761961709122,0.0104070738506799,"Winter"
"431","Hedmark","B",3,"Spruce",2,0.367240085784242,0.00563426804447652,"Winter"
"432","Telemark","B",3,"Spruce",2,0.432084257397453,0.00327058447540737,"Winter"
"433","Trøndelag","B",3,"Spruce",2,0.389142216917869,0.0109501044437121,"Winter"
"434","Hedmark","UB",3,"Spruce",2,0.362588063872062,0.00883668285428462,"Winter"
"435","Telemark","UB",3,"Spruce",2,0.423191336739161,0.00515887053600201,"Winter"
"436","Trøndelag","UB",3,"Spruce",2,0.389425607366422,0.0104519498731465,"Winter"
"437","Hedmark","B",4,"Spruce",2,0.365331603488575,0.00641688398028553,"Winter"
"438","Telemark","B",4,"Spruce",2,0.430857481414916,0.00318321011942734,"Winter"
"439","Trøndelag","B",4,"Spruce",2,0.386191218552295,0.0110879861874519,"Winter"
"440","Hedmark","UB",4,"Spruce",2,0.358603888140195,0.00851210880860998,"Winter"
"441","Telemark","UB",4,"Spruce",2,0.418689325790964,0.00540205030241854,"Winter"
"442","Trøndelag","UB",4,"Spruce",2,0.384216940878298,0.0101345434763349,"Winter"
"443","Hedmark","B",5,"Spruce",2,0.360248098721284,0.00730163978734548,"Winter"
"444","Telemark","B",5,"Spruce",2,0.429149525149118,0.00338971671500736,"Winter"
"445","Trøndelag","B",5,"Spruce",2,0.38133713283281,0.0110924419827343,"Winter"
"446","Hedmark","UB",5,"Spruce",2,0.353958846337984,0.0098862494051734,"Winter"
"447","Telemark","UB",5,"Spruce",2,0.414646317462138,0.00576609260773445,"Winter"
"448","Trøndelag","UB",5,"Spruce",2,0.379452087515926,0.010163475168093,"Winter"
"449","Hedmark","B",6,"Spruce",2,0.358848901629048,0.00762748956093342,"Winter"
"450","Telemark","B",6,"Spruce",2,0.426170070832481,0.00347806237673024,"Winter"
"451","Trøndelag","B",6,"Spruce",2,0.374098896959504,0.0113393692421324,"Winter"
"452","Hedmark","UB",6,"Spruce",2,0.351910341907713,0.00927690711644652,"Winter"
"453","Telemark","UB",6,"Spruce",2,0.411901220629913,0.00652954364984699,"Winter"
"454","Trøndelag","UB",6,"Spruce",2,0.375635957736346,0.00997234552571335,"Winter"
"455","Hedmark","B",7,"Spruce",2,0.351104090356164,0.00896501918473106,"Winter"
"456","Telemark","B",7,"Spruce",2,0.422742078935057,0.00383999512378337,"Winter"
"457","Trøndelag","B",7,"Spruce",2,0.371507792763202,0.0113405009801614,"Winter"
"458","Hedmark","UB",7,"Spruce",2,0.347468323520183,0.0104156661120056,"Winter"
"459","Telemark","UB",7,"Spruce",2,0.408985072031977,0.00633131952607892,"Winter"
"460","Trøndelag","UB",7,"Spruce",2,0.372929000389925,0.010353405622646,"Winter"
"461","Hedmark","B",8,"Spruce",2,0.358482018010043,0.0106880637169948,"Winter"
"462","Telemark","B",8,"Spruce",2,0.419123888516646,0.00481831523974241,"Winter"
"463","Trøndelag","B",8,"Spruce",2,0.367844166994851,0.0117112775067223,"Winter"
"464","Hedmark","UB",8,"Spruce",2,0.357832475104076,0.00835191939454697,"Winter"
"465","Telemark","UB",8,"Spruce",2,0.403581621739871,0.00678815273892439,"Winter"
"466","Trøndelag","UB",8,"Spruce",2,0.370541156213776,0.010475572011338,"Winter"
"467","Hedmark","B",9,"Spruce",2,0.368490277623175,0.0149850407988951,"Winter"
"468","Telemark","B",9,"Spruce",2,0.416052867431919,0.00521181575679837,"Winter"
"469","Trøndelag","B",9,"Spruce",2,0.367707085009462,0.0122029368914117,"Winter"
"470","Hedmark","UB",9,"Spruce",2,0.372280525720163,0.007803842141161,"Winter"
"471","Telemark","UB",9,"Spruce",2,0.401239146232482,0.00712332184837415,"Winter"
"472","Trøndelag","UB",9,"Spruce",2,0.370302788441306,0.010014764504236,"Winter"
"473","Hedmark","B",10,"Spruce",2,0.363558787125495,0.0177868909889048,"Winter"
"474","Trøndelag","B",10,"Spruce",2,0.36600230794189,0.0124166617889037,"Winter"
"475","Hedmark","UB",10,"Spruce",2,0.365117073205281,0.00853618614778908,"Winter"
"476","Trøndelag","UB",10,"Spruce",2,0.367465087892708,0.0103080582748601,"Winter"
"477","Hedmark","B",11,"Spruce",2,0.357018969598594,0.0210751804621771,"Winter"
"478","Trøndelag","B",11,"Spruce",2,0.362922725705443,0.0121351826300325,"Winter"
"479","Hedmark","UB",11,"Spruce",2,0.363501271013766,0.0106925156146422,"Winter"
"480","Trøndelag","UB",11,"Spruce",2,0.36883753562601,0.00970329849260778,"Winter"
"481","Telemark","B",1,"Composite",3,0.433623949224743,0.0121485777846502,"Winter"
"482","Trøndelag","B",1,"Composite",3,0.421550388268286,0.0174103741722779,"Winter"
"483","Telemark","UB",1,"Composite",3,0.432572634017657,0.0120146764690061,"Winter"
"484","Trøndelag","UB",1,"Composite",3,0.421222664972666,0.0173390698445692,"Winter"
"485","Hedmark","B",2,"Composite",3,0.36563322849439,0.0116688442814567,"Winter"
"486","Telemark","B",2,"Composite",3,0.437058822008205,0.0113619181303253,"Winter"
"487","Trøndelag","B",2,"Composite",3,0.420994160217491,0.0173269269413153,"Winter"
"488","Hedmark","UB",2,"Composite",3,0.361827083764704,0.0186420197663354,"Winter"
"489","Telemark","UB",2,"Composite",3,0.435653106058473,0.011539456341386,"Winter"
"490","Trøndelag","UB",2,"Composite",3,0.421822936560396,0.0171023528972028,"Winter"
"491","Hedmark","B",3,"Composite",3,0.370391234546243,0.00890512078132414,"Winter"
"492","Telemark","B",3,"Composite",3,0.436032246072252,0.0113786352992565,"Winter"
"493","Trøndelag","B",3,"Composite",3,0.419149677592376,0.017471811574878,"Winter"
"494","Hedmark","UB",3,"Composite",3,0.370002026428089,0.0118215904918889,"Winter"
"495","Telemark","UB",3,"Composite",3,0.4314850307387,0.0115090975307121,"Winter"
"496","Trøndelag","UB",3,"Composite",3,0.419482770077807,0.0169459957571861,"Winter"
"497","Hedmark","B",4,"Composite",3,0.367592693695769,0.00964085688366405,"Winter"
"498","Telemark","B",4,"Composite",3,0.433981096329417,0.0115057569139673,"Winter"
"499","Trøndelag","B",4,"Composite",3,0.418089880444171,0.0174805414862221,"Winter"
"500","Hedmark","UB",4,"Composite",3,0.367130259469675,0.0119412132804464,"Winter"
"501","Telemark","UB",4,"Composite",3,0.428643724968937,0.0112618911228058,"Winter"
"502","Trøndelag","UB",4,"Composite",3,0.417928167000769,0.0170129620757609,"Winter"
"503","Hedmark","B",5,"Composite",3,0.362796201013462,0.0102461429421374,"Winter"
"504","Telemark","B",5,"Composite",3,0.431568965781892,0.0115141231544321,"Winter"
"505","Trøndelag","B",5,"Composite",3,0.415184122227005,0.0174557041953089,"Winter"
"506","Hedmark","UB",5,"Composite",3,0.359817485897611,0.0133767572178669,"Winter"
"507","Telemark","UB",5,"Composite",3,0.425741649670561,0.0113133722566395,"Winter"
"508","Trøndelag","UB",5,"Composite",3,0.414005135992852,0.016901781745579,"Winter"
"509","Hedmark","B",6,"Composite",3,0.364230576989591,0.0106639399887987,"Winter"
"510","Telemark","B",6,"Composite",3,0.427219461232108,0.0115740341594554,"Winter"
"511","Trøndelag","B",6,"Composite",3,0.413392237632005,0.0173264147234464,"Winter"
"512","Hedmark","UB",6,"Composite",3,0.358104052438872,0.0128253381640748,"Winter"
"513","Telemark","UB",6,"Composite",3,0.421152695675657,0.0115867243342132,"Winter"
"514","Trøndelag","UB",6,"Composite",3,0.411837171877548,0.0166428405269551,"Winter"
"515","Hedmark","B",7,"Composite",3,0.358380394559754,0.0117983769125673,"Winter"
"516","Telemark","B",7,"Composite",3,0.424908509722525,0.011642156361759,"Winter"
"517","Trøndelag","B",7,"Composite",3,0.413822890113476,0.0174479623229631,"Winter"
"518","Hedmark","UB",7,"Composite",3,0.353011603788923,0.0137263426657037,"Winter"
"519","Telemark","UB",7,"Composite",3,0.419834248773742,0.01155497516639,"Winter"
"520","Trøndelag","UB",7,"Composite",3,0.407966116245335,0.0166587627438148,"Winter"
"521","Hedmark","B",8,"Composite",3,0.373298415019133,0.0112066600408265,"Winter"
"522","Telemark","B",8,"Composite",3,0.421288889785587,0.0117771523712403,"Winter"
"523","Trøndelag","B",8,"Composite",3,0.416769675052267,0.0181191691790605,"Winter"
"524","Hedmark","UB",8,"Composite",3,0.364353194953521,0.0135628369105814,"Winter"
"525","Telemark","UB",8,"Composite",3,0.416292905302822,0.0116194084537485,"Winter"
"526","Trøndelag","UB",8,"Composite",3,0.404602983988577,0.0165179236505623,"Winter"
"527","Hedmark","B",9,"Composite",3,0.381068013463659,0.0281365254620522,"Winter"
"528","Telemark","B",9,"Composite",3,0.418896801702649,0.0119079491934429,"Winter"
"529","Trøndelag","B",9,"Composite",3,0.416351220592594,0.0177907510862628,"Winter"
"530","Hedmark","UB",9,"Composite",3,0.371778865232587,0.0302691707665702,"Winter"
"531","Telemark","UB",9,"Composite",3,0.414038814049252,0.0115902982089242,"Winter"
"532","Trøndelag","UB",9,"Composite",3,0.404068465832572,0.0163907719002063,"Winter"
"533","Hedmark","B",10,"Composite",3,0.373995921154313,0.0257754295826007,"Winter"
"534","Trøndelag","B",10,"Composite",3,0.413343458636365,0.0179544526486628,"Winter"
"535","Hedmark","UB",10,"Composite",3,0.365384237212966,0.0297422615411822,"Winter"
"536","Trøndelag","UB",10,"Composite",3,0.403104931251121,0.0163132323192819,"Winter"
"537","Hedmark","B",11,"Composite",3,0.37127391254004,0.0274662889222154,"Winter"
"538","Trøndelag","B",11,"Composite",3,0.413254921026632,0.0173955132418581,"Winter"
"539","Hedmark","UB",11,"Composite",3,0.364743183321986,0.030505483607582,"Winter"
"540","Trøndelag","UB",11,"Composite",3,0.403121517091404,0.0160471689220191,"Winter"
"541","Telemark","B",1,"Deciduous",3,0.460339220392711,0.0115973384284866,"Winter"
"542","Trøndelag","B",1,"Deciduous",3,0.436069220525472,0.0184139353665885,"Winter"
"543","Telemark","UB",1,"Deciduous",3,0.461227752193856,0.0110507284128466,"Winter"
"544","Trøndelag","UB",1,"Deciduous",3,0.434345173619711,0.0192051986387541,"Winter"
"545","Hedmark","B",2,"Deciduous",3,0.407919117958933,0.0153706475174454,"Winter"
"546","Telemark","B",2,"Deciduous",3,0.458553331823147,0.0108343521174258,"Winter"
"547","Trøndelag","B",2,"Deciduous",3,0.434924392740666,0.0184037185981303,"Winter"
